tick,agentId,energy,belief,llr,neighborsCount,speed,distanceTraveled,resourcesGathered,isSleeper
245,13,43,0.92,-2.438,2,0.68,175,0,0
245,14,40.4,0.92,-2.441,3,1.19,291,0,0
245,15,77.7,0.481,0.078,4,1.13,340,18,0
245,16,84.2,0.484,0.063,2,1.6,368,79,0
245,17,59.1,0.922,-2.469,4,1.27,363,0,0
245,18,29.7,0.481,0.076,4,1.76,470,0,0
245,19,70.8,0.295,0.873,2,1.18,263,27,0
245,20,79.2,0.671,-0.714,3,0.88,228,58,0
245,21,57.8,0.609,-0.444,5,1.35,286,0,0
245,22,88.2,0.485,0.058,1,1.93,397,55,0
245,23,84.5,0.919,-2.432,5,1.57,309,46,0
245,24,69.9,0.294,0.876,2,0.82,295,31,0
245,25,47,0.924,-2.493,3,1.36,442,0,1
245,26,59.1,0.92,-2.44,2,1.31,239,0,0
245,27,47.8,0.632,-0.541,7,1.66,341,0,0
245,28,77.8,0.639,-0.573,4,1.3,296,34,0
245,29,35.4,0.919,-2.426,1,1.23,203,0,0
245,30,52.3,0.92,-2.44,5,0.34,94,0,1
245,31,46.1,0.989,-4.501,1,1.28,339,0,1
245,32,55.4,0.679,-0.75,2,1.71,424,0,0
245,33,56.8,0.267,1.012,0,1.52,386,32,0
245,34,72.6,0.295,0.87,2,1.4,192,22,0
245,35,56.4,0.923,-2.489,3,1.84,533,33,0
245,36,35.2,0.924,-2.499,3,1.57,389,0,0
245,37,68.6,0.92,-2.438,3,2.62,558,21,0
245,38,50,0.919,-2.429,1,1.77,402,2,0
245,39,57.4,0.919,-2.425,3,1.08,247,0,0
245,40,50.4,0.476,0.097,4,0.88,149,0,0
245,41,84.2,0.616,-0.474,7,1.49,372,33,0
245,42,94.2,0.668,-0.699,3,1.51,286,178,0
245,43,48.2,0.615,-0.47,2,0.75,138,0,0
245,44,75,0.612,-0.455,3,0.96,493,27,0
245,45,57.3,0.616,-0.474,5,1.06,335,0,0
245,46,78.9,0.485,0.06,1,1.48,365,31,0
245,47,72.5,0.985,-4.173,5,1.5,318,34,1
245,48,72.4,0.932,-2.62,0,0.87,209,0,1
245,49,48.8,0.917,-2.396,5,1.39,404,0,0
245,50,37.8,0.921,-2.462,5,0.68,139,0,1
250,1,71.7,0.61,-0.448,2,0.74,238,0,0
250,2,50.6,0.921,-2.455,4,1.29,373,0,0
250,3,67.1,0.63,-0.532,5,1.3,201,23,0
250,4,94.2,0.481,0.075,4,0.67,138,50,0
250,5,69.9,0.63,-0.531,8,1.88,576,47,0
250,6,58.8,0.476,0.098,4,1.23,324,0,0
250,7,77.9,0.917,-2.407,4,0.43,268,47,0
250,8,44.7,0.968,-3.415,3,1.09,268,0,1
250,9,79.5,0.61,-0.446,5,1.23,344,80,0
250,10,40.8,0.92,-2.439,1,1.56,454,0,0
250,11,95.4,0.617,-0.476,8,1.39,378,130,0
250,12,100,0.639,-0.572,6,1.33,318,109,0
250,13,42.4,0.918,-2.416,2,0.65,178,0,0
250,14,39.8,0.925,-2.514,3,1.18,297,0,0
250,15,84.3,0.479,0.083,4,1.12,346,25,0
250,16,83.4,0.485,0.058,2,1.48,376,79,0
250,17,58.4,0.918,-2.413,4,1.53,370,0,0
250,18,29,0.475,0.101,4,1.76,479,0,0
250,19,70.1,0.292,0.888,2,1.15,269,27,0
250,20,78.6,0.658,-0.656,3,0.88,233,58,0
250,21,57.1,0.614,-0.463,6,1.34,292,0,0
250,22,87.4,0.48,0.081,1,1.97,407,55,0
250,23,83.7,0.923,-2.484,5,1.58,317,46,0
250,24,69.4,0.291,0.891,2,0.85,299,31,0
250,25,46.3,0.956,-3.08,3,1.32,449,0,1
250,26,58.4,0.92,-2.441,2,1.29,245,0,0
250,27,47,0.625,-0.511,7,1.6,349,0,0
250,28,77.1,0.63,-0.533,4,1.28,303,34,0
250,29,34.7,0.925,-2.508,1,1.22,209,0,0
250,30,51.8,0.939,-2.726,6,0.36,96,0,1
250,31,45.4,0.946,-2.859,1,1.43,346,0,1
250,32,57.6,0.667,-0.692,2,1.71,433,3,0
250,33,56.1,0.262,1.038,0,1.52,394,32,0
250,34,71.9,0.289,0.902,2,1.38,199,22,0
250,35,55.6,0.919,-2.426,4,1.87,542,33,0
250,36,34.5,0.921,-2.462,3,1.59,397,0,0
250,37,72.8,0.924,-2.5,4,2.57,571,26,0
250,38,49.3,0.914,-2.367,1,1.43,409,2,0
250,39,56.7,0.926,-2.526,3,0.96,252,0,0
250,40,49.7,0.476,0.096,4,0.84,153,0,0
250,41,83.5,0.621,-0.493,8,1.49,379,33,0
250,42,93.5,0.663,-0.678,3,1.48,293,178,0
250,43,47.6,0.613,-0.461,4,0.78,142,0,0
250,44,74.3,0.614,-0.465,6,1.01,498,27,0
250,45,56.6,0.62,-0.489,6,1.25,340,0,0
250,46,78.2,0.485,0.058,1,1.48,372,31,0
250,47,71.8,0.982,-4.018,6,1.44,325,34,1
250,48,71.8,0.912,-2.338,0,0.88,214,0,1
250,49,48.1,0.917,-2.399,5,1.39,411,0,0
250,50,37.2,0.976,-3.687,5,0.67,142,0,1
255,1,71.1,0.618,-0.481,3,1.53,244,0,0
255,2,49.9,0.923,-2.48,4,1.3,379,0,0
255,3,66.4,0.623,-0.503,5,1.29,207,23,0
255,4,93.7,0.475,0.1,4,0.66,141,50,0
255,5,69,0.626,-0.515,9,1.82,585,47,0
255,6,58.1,0.476,0.097,4,1.22,330,0,0
255,7,77.3,0.923,-2.485,4,1.07,272,47,0
255,8,44,0.981,-3.966,3,1.13,273,0,1
255,9,78.8,0.612,-0.456,5,1.21,350,80,0
255,10,40,0.921,-2.45,1,1.55,462,0,0
255,11,94.7,0.619,-0.484,8,1.39,385,130,0
255,12,100,0.634,-0.551,6,1.44,325,116,0
255,13,41.8,0.925,-2.513,1,0.61,181,0,0
255,14,39.1,0.921,-2.455,3,1.17,303,0,0
255,15,91.1,0.478,0.087,4,1.12,351,33,0
255,16,82.7,0.488,0.047,2,1.36,383,79,0
255,17,57.6,0.92,-2.442,4,1.54,378,0,0
255,18,28.2,0.478,0.088,4,1.76,488,0,0
255,19,69.5,0.295,0.873,2,1.11,275,27,0
255,20,78,0.65,-0.62,3,0.85,237,58,0
255,21,56.4,0.614,-0.464,7,1.21,299,0,0
255,22,86.5,0.482,0.071,1,2.01,417,55,0
255,23,82.9,0.918,-2.418,5,1.6,325,46,0
255,24,68.8,0.296,0.866,2,0.88,303,31,0
255,25,45.6,0.969,-3.452,3,1.26,455,0,1
255,26,57.7,0.922,-2.465,2,1.27,252,0,0
255,27,46.3,0.631,-0.536,5,1.53,357,0,0
255,28,76.5,0.636,-0.558,4,1.26,309,34,0
255,29,34,0.921,-2.453,1,0.74,214,0,0
255,30,51.3,0.917,-2.406,6,0.6,98,0,1
255,31,44.7,0.923,-2.481,1,1.27,352,0,1
255,32,64,0.657,-0.649,2,1.71,441,10,0
255,33,55.3,0.257,1.064,0,1.52,401,32,0
255,34,71.2,0.288,0.904,2,1.36,206,22,0
255,35,54.7,0.926,-2.525,4,1.91,551,33,0
255,36,33.7,0.925,-2.51,2,1.59,405,0,0
255,37,76.3,0.925,-2.506,4,2.49,584,30,0
255,38,48.6,0.923,-2.482,1,1.43,416,2,0
255,39,56.1,0.918,-2.419,3,0.86,257,0,0
255,40,49.1,0.473,0.108,4,0.82,157,0,0
255,41,82.8,0.613,-0.459,7,1.49,387,33,0
255,42,92.8,0.649,-0.614,3,1.48,301,178,0
255,43,47.1,0.613,-0.459,4,0.74,146,0,0
255,44,73.7,0.613,-0.461,6,1.07,503,27,0
255,45,55.9,0.62,-0.491,5,1.24,347,0,0
255,46,77.4,0.485,0.061,1,1.48,380,31,0
255,47,71.1,0.927,-2.536,5,1.38,332,34,1
255,48,71.2,0.95,-2.939,0,0.87,218,0,1
255,49,47.3,0.923,-2.481,5,1.4,417,0,0
255,50,36.6,0.937,-2.695,5,0.64,146,0,1
260,1,70.5,0.612,-0.455,3,1.52,249,0,0
260,2,49.2,0.917,-2.397,4,1.32,386,0,0
260,3,65.7,0.628,-0.523,5,1.33,214,23,0
260,4,93.1,0.479,0.084,4,0.64,144,50,0
260,5,68.1,0.619,-0.484,9,2.07,595,47,0
260,6,57.4,0.475,0.098,4,1.22,336,0,0
260,7,76.6,0.922,-2.473,4,1.09,278,47,0
260,8,43.3,0.984,-4.149,3,1.15,279,0,1
260,9,78.1,0.619,-0.485,5,1.19,356,80,0
260,10,39.3,0.924,-2.498,1,1.55,470,0,0
260,11,94,0.615,-0.47,7,1.39,392,130,0
260,12,100,0.639,-0.573,6,1.73,333,124,0
260,13,41.2,0.92,-2.443,0,0.6,185,0,0
260,14,38.5,0.916,-2.391,3,1.17,309,0,0
260,15,98.1,0.478,0.089,3,1.12,357,40,0
260,16,82,0.488,0.046,2,1.24,389,79,0
260,17,56.8,0.921,-2.455,3,1.55,386,0,0
260,18,27.4,0.474,0.103,3,1.77,497,0,0
260,19,68.8,0.288,0.905,2,1.4,281,27,0
260,20,77.4,0.648,-0.61,3,0.81,241,58,0
260,21,55.7,0.612,-0.457,7,1.23,305,0,0
260,22,85.7,0.487,0.053,1,2.04,427,55,0
260,23,82.2,0.919,-2.426,4,1.27,332,46,0
260,24,68.2,0.288,0.903,2,0.91,308,31,0
260,25,44.9,0.988,-4.37,3,1.18,461,0,1
260,26,57.1,0.927,-2.537,1,0.9,256,0,0
260,27,45.5,0.631,-0.535,5,1.46,364,0,0
260,28,75.8,0.633,-0.545,4,1.26,315,34,0
260,29,33.4,0.919,-2.432,2,0.8,218,0,0
260,30,50.8,0.919,-2.435,5,0.58,101,0,1
260,31,44,0.983,-4.032,1,1.21,359,0,1
260,32,70.5,0.653,-0.632,2,1.72,450,17,0
260,33,54.5,0.252,1.09,0,1.59,409,32,0
260,34,70.5,0.296,0.867,2,1.33,213,22,0
260,35,53.7,0.922,-2.469,3,1.94,561,33,0
260,36,32.9,0.914,-2.365,1,1.59,413,0,0
260,37,75.3,0.92,-2.445,4,2.6,597,30,0
260,38,47.9,0.924,-2.495,1,1.42,423,2,0
260,39,55.4,0.918,-2.417,3,0.78,261,0,0
260,40,48.5,0.477,0.09,4,0.95,162,0,0
260,41,82.1,0.613,-0.461,7,1.49,394,33,0
260,42,92,0.647,-0.604,3,1.44,308,178,0
260,43,46.5,0.615,-0.469,4,0.68,150,0,0
260,44,73,0.619,-0.486,6,1.16,509,27,0
260,45,55.2,0.616,-0.473,4,1.22,353,0,0
260,46,76.7,0.487,0.052,1,1.48,387,31,0
260,47,70.4,0.983,-4.041,5,1.6,339,34,1
260,48,70.7,0.963,-3.271,0,0.87,222,0,1
260,49,46.6,0.921,-2.462,5,1.4,424,0,0
260,50,36.1,0.912,-2.339,5,0.61,149,0,1
265,1,69.9,0.617,-0.478,3,0.72,253,0,0
265,2,48.5,0.919,-2.435,4,1.33,392,0,0
265,3,65,0.627,-0.52,5,1.3,221,23,0
265,4,92.6,0.48,0.078,4,0.62,147,50,0
265,5,67.1,0.617,-0.479,8,2,605,47,0
265,6,56.7,0.477,0.092,4,1.26,342,0,0
265,7,76,0.926,-2.524,3,1.11,283,47,0
265,8,42.6,0.98,-3.886,3,1.18,285,0,1
265,9,77.4,0.615,-0.47,5,1.19,362,80,0
265,10,38.5,0.816,-1.486,1,1.56,478,0,0
265,11,93.3,0.613,-0.46,6,1.4,399,130,0
265,12,100,0.634,-0.549,5,1.88,342,132,0
265,13,40.6,0.915,-2.377,0,0.58,187,0,0
265,14,37.9,0.896,-2.152,4,1.17,314,0,0
265,15,100,0.476,0.095,4,1.13,363,48,0
265,16,81.3,0.483,0.067,1,1.12,395,79,0
265,17,56.1,0.909,-2.298,3,1.56,394,0,0
265,18,26.6,0.483,0.07,3,1.77,506,0,0
265,19,68.1,0.286,0.914,2,1.38,288,27,0
265,20,76.8,0.648,-0.61,3,0.77,245,58,0
265,21,55,0.615,-0.469,7,1.25,311,0,0
265,22,88.4,0.487,0.053,2,2.07,437,58,0
265,23,81.5,0.919,-2.426,4,1.17,338,46,0
265,24,67.6,0.289,0.902,2,0.93,312,31,0
265,25,44.3,0.983,-4.067,3,1.11,467,0,1
265,26,56.5,0.806,-1.423,3,0.92,261,0,0
265,27,44.8,0.629,-0.529,4,1.39,371,0,0
265,28,75.1,0.629,-0.528,4,1.26,321,34,0
265,29,32.8,0.92,-2.443,2,0.87,222,0,0
265,30,50.3,0.961,-3.205,4,0.56,104,0,1
265,31,43.3,0.94,-2.758,1,1.22,365,0,1
265,32,79.3,0.647,-0.608,2,1.73,458,27,0
265,33,53.7,0.741,-1.049,1,1.75,418,32,0
265,34,69.8,0.291,0.89,2,1.33,219,22,0
265,35,52.8,0.92,-2.44,3,1.97,571,33,0
265,36,32.1,0.917,-2.401,1,1.57,421,0,0
265,37,74.3,0.919,-2.426,4,2.58,610,30,0
265,38,47.1,0.917,-2.403,1,1.41,431,2,0
265,39,54.8,0.912,-2.337,3,0.72,265,0,0
265,40,47.9,0.479,0.084,4,0.95,167,0,0
265,41,81.3,0.615,-0.467,7,1.5,402,33,0
265,42,91.4,0.647,-0.607,3,1.07,314,178,0
265,43,45.9,0.612,-0.454,4,0.6,153,0,0
265,44,72.3,0.621,-0.495,6,1.27,515,27,0
265,45,54.5,0.615,-0.468,4,1.65,361,0,0
265,46,75.9,0.482,0.072,0,1.48,395,31,0
265,47,69.6,0.979,-3.851,5,1.59,347,34,1
265,48,70.1,0.98,-3.905,0,0.85,226,0,1
265,49,45.9,0.92,-2.446,5,1.42,432,0,0
265,50,35.5,0.923,-2.477,5,0.6,152,0,1
270,1,69.3,0.614,-0.464,3,0.71,258,0,0
270,2,47.8,0.92,-2.448,4,1.34,399,0,0
270,3,64.3,0.627,-0.52,5,1.28,227,23,0
270,4,92,0.474,0.105,5,0.6,150,50,0
270,5,66.2,0.62,-0.49,8,1.93,615,47,0
270,6,56,0.474,0.103,4,1.26,348,0,0
270,7,75.3,0.917,-2.399,3,1.12,289,47,0
270,8,41.9,0.944,-2.833,3,1.22,291,0,1
270,9,76.7,0.612,-0.456,5,1.13,368,80,0
270,10,37.7,0.827,-1.567,1,1.57,486,0,0
270,11,92.6,0.612,-0.454,6,1.41,406,130,0
270,12,100,0.634,-0.551,5,1.86,352,141,0
270,13,40,0.921,-2.45,1,0.56,190,0,0
270,14,37.3,0.886,-2.053,4,1.18,320,0,0
270,15,99.3,0.476,0.095,4,1.15,368,48,0
270,16,80.7,0.482,0.071,0,1.01,400,79,0
270,17,55.3,0.905,-2.259,3,1.58,401,0,0
270,18,25.8,0.477,0.094,3,1.78,514,0,0
270,19,67.4,0.282,0.933,2,1.36,295,27,0
270,20,76.2,0.639,-0.571,4,1.05,249,58,0
270,21,54.3,0.613,-0.461,7,1.28,318,0,0
270,22,93.6,0.476,0.098,2,2.06,448,64,0
270,23,80.8,0.92,-2.445,5,1.04,344,46,0
270,24,66.9,0.283,0.929,2,0.95,317,31,0
270,25,43.7,0.978,-3.797,3,1.09,472,0,1
270,26,55.9,0.829,-1.576,3,0.88,266,0,0
270,27,45.4,0.63,-0.532,5,1.31,378,1,0
270,28,74.4,0.632,-0.54,4,1.25,328,34,0
270,29,32.2,0.918,-2.416,1,0.92,227,0,0
270,30,49.7,0.949,-2.926,4,0.55,106,0,1
270,31,42.6,0.942,-2.785,1,1.23,371,0,1
270,32,85.6,0.647,-0.606,2,1.73,467,34,0
270,33,52.8,0.805,-1.418,1,1.79,426,32,0
270,34,69.1,0.285,0.921,2,1.36,226,22,0
270,35,51.9,0.923,-2.486,3,2.01,581,33,0
270,36,31.4,0.92,-2.438,1,1.54,429,0,0
270,37,73.3,0.926,-2.531,4,2.57,623,30,0
270,38,46.4,0.828,-1.572,2,1.39,438,2,0
270,39,54.2,0.91,-2.309,3,0.66,268,0,0
270,40,47.2,0.476,0.094,4,0.92,171,0,0
270,41,80.6,0.615,-0.467,7,1.53,409,33,0
270,42,90.7,0.641,-0.58,3,0.98,319,178,0
270,43,45.4,0.611,-0.45,4,0.53,156,0,0
270,44,71.6,0.613,-0.46,7,1.38,521,27,0
270,45,53.7,0.612,-0.454,5,1.69,369,0,0
270,46,75.2,0.781,-1.269,1,1.48,402,31,0
270,47,68.9,0.982,-4.016,5,1.57,355,34,1
270,48,69.5,0.954,-3.023,0,0.91,231,0,1
270,49,45.1,0.922,-2.468,5,1.49,439,0,0
270,50,35,0.974,-3.642,5,0.59,155,0,1
275,1,68.7,0.616,-0.473,3,1.48,263,0,0
275,2,47.1,0.925,-2.508,4,1.35,406,0,0
275,3,63.6,0.623,-0.504,5,1.27,233,23,0
275,4,91.5,0.475,0.098,5,0.57,153,50,0
275,5,65.3,0.619,-0.487,8,1.84,625,47,0
275,6,55.4,0.479,0.085,4,1.26,355,0,0
275,7,74.6,0.919,-2.43,2,1.09,294,47,0
275,8,41.2,0.93,-2.592,3,1.23,297,0,1
275,9,76.1,0.614,-0.463,4,1.12,374,80,0
275,10,37,0.85,-1.734,2,1.54,493,0,0
275,11,91.8,0.61,-0.446,6,1.43,413,130,0
275,12,99.4,0.634,-0.549,5,0.85,357,141,0
275,13,39.4,0.92,-2.441,1,0.55,193,0,0
275,14,36.6,0.881,-2.003,5,1.19,326,0,0
275,15,98.6,0.476,0.096,4,1.17,374,48,0
275,16,79.7,0.477,0.091,0,2.43,411,79,0
275,17,54.5,0.901,-2.213,3,1.52,409,0,0
275,18,25.1,0.477,0.091,3,1.79,523,0,0
275,19,66.7,0.285,0.919,2,1.34,301,27,0
275,20,75.6,0.64,-0.575,4,0.79,253,58,0
275,21,53.6,0.615,-0.468,7,1.29,324,0,0
275,22,98.8,0.473,0.108,2,2.01,458,70,0
275,23,80.2,0.923,-2.486,5,0.92,348,46,0
275,24,66.3,0.281,0.938,2,0.97,322,31,0
275,25,43,0.936,-2.684,3,1.37,478,0,1
275,26,55.3,0.853,-1.755,2,0.85,270,0,0
275,27,44.7,0.627,-0.52,5,1.24,384,1,0
275,28,73.7,0.624,-0.506,4,1.25,334,34,0
275,29,31.6,0.924,-2.502,1,0.98,231,0,0
275,30,49.2,0.977,-3.769,4,0.51,109,0,1
275,31,41.9,0.922,-2.466,2,1.26,377,0,1
275,32,84.8,0.639,-0.571,2,1.74,476,34,0
275,33,52,0.82,-1.519,1,1.81,435,32,0
275,34,68.4,0.284,0.924,1,1.37,233,22,0
275,35,51,0.924,-2.495,3,2.02,591,33,0
275,36,30.6,0.919,-2.432,1,1.52,436,0,0
275,37,72.4,0.917,-2.406,4,2.53,635,30,0
275,38,45.7,0.874,-1.935,2,1.38,445,2,0
275,39,53.7,0.902,-2.221,3,0.63,271,0,0
275,40,46.6,0.48,0.081,4,0.89,176,0,0
275,41,79.9,0.613,-0.461,5,1.53,417,33,0
275,42,90.2,0.639,-0.57,3,0.91,324,178,0
275,43,44.9,0.61,-0.445,4,0.51,158,0,0
275,44,70.9,0.612,-0.455,7,1.44,529,27,0
275,45,52.9,0.62,-0.49,4,1.75,378,0,0
275,46,74.4,0.877,-1.966,2,1.49,409,31,0
275,47,68.2,0.939,-2.739,5,1.56,363,34,1
275,48,68.9,0.913,-2.349,0,0.91,236,0,1
275,49,44.3,0.915,-2.372,5,1.57,447,0,0
275,50,34.4,0.961,-3.192,5,0.6,158,0,1
280,1,68.2,0.614,-0.465,4,0.69,268,0,0
280,2,46.3,0.923,-2.48,3,1.36,413,0,0
280,3,62.9,0.621,-0.494,6,1.27,240,23,0
280,4,91,0.473,0.106,5,0.55,156,50,0
280,5,64.5,0.622,-0.499,9,1.74,633,47,0
280,6,54.7,0.476,0.095,4,1.26,361,0,0
280,7,73.9,0.918,-2.418,2,1.06,300,47,0
280,8,40.5,0.93,-2.587,3,1.25,303,0,1
280,9,75.3,0.619,-0.483,3,1.88,380,80,0
280,10,36.2,0.868,-1.883,2,1.56,501,0,0
280,11,92.3,0.612,-0.456,6,1.46,420,131,0
280,12,98.8,0.63,-0.531,5,0.88,361,141,0
280,13,38.9,0.922,-2.468,1,0.54,196,0,0
280,14,36,0.887,-2.058,5,1.2,332,0,0
280,15,98,0.472,0.114,4,1.19,380,48,0
280,16,78.7,0.479,0.083,1,2.33,423,79,0
280,17,53.7,0.904,-2.246,3,1.52,417,0,0
280,18,24.3,0.477,0.093,4,1.71,532,0,0
280,19,65.9,0.286,0.917,2,1.33,308,27,0
280,20,75,0.648,-0.609,4,0.76,257,58,0
280,21,52.9,0.619,-0.485,7,1.32,331,0,0
280,22,100,0.477,0.091,2,1.92,468,77,0
280,23,79.6,0.925,-2.516,5,0.82,353,46,0
280,24,65.7,0.284,0.926,1,1,327,31,0
280,25,42.3,0.921,-2.451,3,1.33,485,0,1
280,26,54.7,0.869,-1.89,2,0.81,274,0,0
280,27,44,0.628,-0.523,5,1.81,391,1,0
280,28,73,0.62,-0.489,4,1.24,340,34,0
280,29,31,0.924,-2.496,1,1.03,236,0,0
280,30,48.7,0.955,-3.045,4,0.49,112,0,1
280,31,41.2,0.943,-2.803,2,1.27,384,0,1
280,32,84,0.704,-0.867,3,1.76,484,34,0
280,33,51.1,0.815,-1.485,0,1.83,445,32,0
280,34,67.8,0.287,0.912,1,1.1,238,22,0
280,35,50.1,0.924,-2.497,2,2.06,600,33,0
280,36,31.2,0.92,-2.438,1,1.5,444,1,0
280,37,71.4,0.918,-2.422,2,2.49,648,30,0
280,38,45,0.837,-1.634,3,1.37,452,2,0
280,39,53.1,0.897,-2.162,3,0.6,274,0,0
280,40,46,0.478,0.088,4,0.87,180,0,0
280,41,79.1,0.612,-0.457,5,1.52,425,33,0
280,42,89.6,0.655,-0.642,3,0.86,328,178,0
280,43,44.3,0.615,-0.467,4,0.56,161,0,0
280,44,70.2,0.616,-0.472,7,1.46,536,27,0
280,45,52.1,0.615,-0.469,4,1.79,386,0,0
280,46,73.7,0.878,-1.975,2,1.49,417,31,0
280,47,67.5,0.964,-3.302,4,1.5,371,34,1
280,48,68.3,0.911,-2.331,0,0.91,240,0,1
280,49,43.5,0.913,-2.351,5,1.65,455,0,0
280,50,33.9,0.917,-2.408,5,0.61,161,0,1
285,1,67.7,0.614,-0.466,4,0.68,272,0,0
285,2,45.6,0.922,-2.477,3,1.37,419,0,0
285,3,62.2,0.618,-0.481,7,1.29,246,23,0
285,4,90.5,0.477,0.091,6,0.52,159,50,0
285,5,63.7,0.619,-0.486,9,1.7,642,47,0
285,6,54,0.476,0.095,4,1.26,367,0,0
285,7,73.3,0.917,-2.408,2,1.02,305,47,0
285,8,39.8,0.939,-2.728,3,1.27,310,0,1
285,9,74.5,0.584,-0.339,4,1.76,389,80,0
285,10,35.4,0.884,-2.033,2,1.57,509,0,0
285,11,97.3,0.612,-0.454,6,1.48,427,137,0
285,12,98.3,0.641,-0.58,5,0.91,366,141,0
285,13,38.3,0.921,-2.453,1,0.53,198,0,0
285,14,35.3,0.897,-2.165,5,1.27,339,0,0
285,15,97.3,0.478,0.089,4,1.19,386,48,0
285,16,77.8,0.474,0.105,2,2.2,434,79,0
285,17,53,0.909,-2.301,3,1.53,424,0,0
285,18,23.5,0.476,0.098,4,1.73,541,0,0
285,19,65.2,0.308,0.811,1,1.31,315,27,0
285,20,74.4,0.658,-0.654,4,0.73,261,58,0
285,21,52.2,0.615,-0.467,8,1.36,337,0,0
285,22,99.8,0.473,0.106,3,1.85,477,81,0
285,23,79,0.919,-2.425,5,0.73,357,46,0
285,24,65.1,0.382,0.48,2,1.01,332,31,0
285,25,41.7,0.94,-2.76,3,1.32,491,0,1
285,26,54.1,0.881,-2.004,2,0.78,278,0,0
285,27,43.2,0.623,-0.503,5,1.77,400,1,0
285,28,72.3,0.623,-0.5,5,1.23,346,34,0
285,29,30.3,0.924,-2.501,1,1.07,242,0,0
285,30,48.2,0.962,-3.245,4,0.45,114,0,1
285,31,40.5,0.982,-3.994,2,1.3,390,0,1
285,32,83.2,0.714,-0.914,3,1.76,493,34,0
285,33,50.2,0.81,-1.453,0,1.84,454,32,0
285,34,67.1,0.278,0.955,0,1.33,244,22,0
285,35,49.2,0.92,-2.442,2,2.11,610,33,0
285,36,37.4,0.921,-2.451,3,1.52,452,8,0
285,37,70.4,0.922,-2.476,2,2.46,660,30,0
285,38,44.3,0.837,-1.639,3,1.42,458,2,0
285,39,52.5,0.905,-2.25,3,0.56,277,0,0
285,40,45.4,0.474,0.104,5,0.84,185,0,0
285,41,78.4,0.614,-0.463,6,1.53,432,33,0
285,42,89,0.66,-0.663,3,0.83,333,178,0
285,43,43.7,0.615,-0.468,4,0.61,164,0,0
285,44,69.5,0.619,-0.484,9,1.49,543,27,0
285,45,51.3,0.621,-0.493,5,1.81,395,0,0
285,46,72.9,0.875,-1.946,2,1.48,424,31,0
285,47,66.8,0.974,-3.611,5,1.44,378,34,1
285,48,67.7,0.954,-3.03,0,0.91,245,0,1
285,49,42.7,0.921,-2.45,6,1.73,463,0,0
285,50,33.3,0.924,-2.495,5,0.63,164,0,1
290,1,67.1,0.608,-0.437,4,0.66,276,0,0
290,2,44.9,0.926,-2.523,3,1.38,426,0,0
290,3,61.5,0.616,-0.472,7,1.28,253,23,0
290,4,90,0.481,0.078,6,0.5,161,50,0
290,5,62.7,0.617,-0.477,9,2.38,653,47,0
290,6,53.3,0.481,0.078,5,1.26,373,0,0
290,7,72.6,0.915,-2.38,2,0.98,310,47,0
290,8,39,0.964,-3.292,3,1.28,316,0,1
290,9,73.7,0.572,-0.289,4,1.63,397,80,0
290,10,34.6,0.895,-2.14,2,1.58,517,0,0
290,11,100,0.618,-0.482,6,1.51,435,142,0
290,12,97.7,0.643,-0.589,5,0.94,370,141,0
290,13,37.7,0.919,-2.43,2,0.51,201,0,0
290,14,34.7,0.906,-2.269,5,1.27,345,0,0
290,15,96.6,0.483,0.07,4,1.2,392,48,0
290,16,76.8,0.478,0.09,2,2.06,445,79,0
290,17,52.2,0.91,-2.31,3,1.54,432,0,0
290,18,22.7,0.477,0.09,4,1.74,549,0,0
290,19,64.5,0.416,0.338,1,1.27,321,27,0
290,20,73.8,0.674,-0.726,3,0.7,264,58,0
290,21,51.5,0.611,-0.45,8,1.37,344,0,0
290,22,99,0.481,0.075,4,1.81,486,81,0
290,23,78.5,0.918,-2.422,5,0.66,360,46,0
290,24,64.4,0.463,0.148,2,1.01,337,31,0
290,25,41,0.957,-3.109,2,1.29,498,0,1
290,26,53.6,0.895,-2.144,2,0.74,282,0,0
290,27,42.4,0.628,-0.522,5,1.73,409,1,0
290,28,71.7,0.62,-0.488,5,1.17,352,34,0
290,29,29.6,0.923,-2.491,1,1.08,247,0,0
290,30,47.8,0.973,-3.584,3,0.42,116,0,1
290,31,39.8,0.932,-2.614,2,1.32,397,0,1
290,32,82.4,0.722,-0.953,3,1.76,502,34,0
290,33,49.4,0.805,-1.42,0,1.86,463,32,0
290,34,66.4,0.273,0.98,0,1.27,250,22,0
290,35,48.2,0.92,-2.449,2,1.94,620,33,0
290,36,44,0.923,-2.486,4,1.57,459,16,0
290,37,69.5,0.921,-2.452,1,2.47,673,30,0
290,38,43.6,0.841,-1.666,3,1.43,466,2,0
290,39,52,0.906,-2.26,3,0.54,280,0,0
290,40,44.8,0.479,0.086,5,0.82,189,0,0
290,41,77.6,0.62,-0.488,6,1.54,440,33,0
290,42,88.3,0.669,-0.705,3,1.66,338,178,0
290,43,43.1,0.613,-0.462,4,0.66,167,0,0
290,44,68.7,0.617,-0.475,9,1.52,551,27,0
290,45,50.5,0.612,-0.454,5,1.81,405,0,0
290,46,72.2,0.881,-2.002,2,1.48,432,31,0
290,47,66.1,0.974,-3.615,4,1.41,385,34,1
290,48,67.2,0.93,-2.584,0,0.91,249,0,1
290,49,41.9,0.918,-2.409,6,1.81,472,0,0
290,50,32.8,0.915,-2.379,5,0.61,167,0,1
